strand,consensus_exact,consensus_edit_distance,consensus_N_count,consensus_read_count,consensus_mean_depth,dbgps_status,dbgps_observed,dbgps_total_kmers,dbgps_path_complete,dbgps_min_coverage,dbgps_mean_coverage,dbgps_max_coverage,classification
101055816,True,0,0,11,8.335,ok,126,134,False,0,4.455,9,consensus_only
101056519,False,1,1,2,1.610,ok,134,134,True,1,1.291,2,dbgps_only
101056809,True,0,0,3,2.317,ok,110,134,False,0,1.284,3,consensus_only
101060106,False,1,1,10,8.049,ok,134,134,True,1,5.485,9,dbgps_only
101060122,False,1,1,7,4.543,ok,134,134,True,1,3.119,5,dbgps_only
101060845,False,1,1,14,10.988,ok,134,134,True,4,7.485,13,dbgps_only
101061527,True,0,0,5,4.024,ok,104,134,False,0,2.052,4,consensus_only
101061874,True,0,0,6,4.439,ok,108,134,False,0,3.679,6,consensus_only
101062490,True,0,0,18,10.433,ok,107,134,False,0,6.075,9,consensus_only
101063986,True,0,0,7,4.134,ok,129,134,False,0,2.545,4,consensus_only
101065925,False,2,2,6,4.878,ok,134,134,True,1,3.806,6,dbgps_only
101066095,False,1,1,131,104.939,ok,134,134,True,23,75.5,119,dbgps_only
101066711,False,1,1,115,91.896,ok,134,134,True,23,66.649,95,dbgps_only
101067377,True,0,0,31,24.482,ok,133,134,False,0,15.642,27,consensus_only
101068141,True,0,0,48,36.774,ok,113,134,False,0,26.299,42,consensus_only
101068451,False,1,1,175,138.341,ok,134,134,True,33,97.306,142,dbgps_only
101070044,False,1,1,205,120.622,ok,134,134,True,38,81.425,157,dbgps_only
101073048,False,1,1,18,12.768,ok,134,134,True,2,9.985,16,dbgps_only
101074080,False,1,1,419,261.134,ok,134,134,True,86,177.575,260,dbgps_only
101074198,False,1,0,5,4.024,ok,134,134,True,1,2.582,5,dbgps_only
101074994,False,1,1,16,12.878,ok,134,134,True,2,10.418,16,dbgps_only
101075234,True,0,0,3,2.415,ok,123,134,False,0,1.41,3,consensus_only
101077010,False,1,1,435,285.409,ok,134,134,True,71,197.948,361,dbgps_only
101077254,False,1,1,14,10.689,ok,134,134,True,3,6.873,13,dbgps_only
101077636,False,1,1,10,8.049,ok,134,134,True,1,6.388,10,dbgps_only
101077777,False,1,1,253,173.244,ok,134,134,True,52,127.978,215,dbgps_only
101078383,False,1,1,9,5.707,ok,134,134,True,2,4.343,7,dbgps_only
101079051,False,3,3,9,7.159,ok,134,134,True,1,5.5,9,dbgps_only
101079905,False,1,1,15,10.768,ok,134,134,True,1,7.925,15,dbgps_only
101080136,False,1,1,13,10.463,ok,134,134,True,1,8.851,13,dbgps_only
101081573,False,1,1,30,23.006,ok,134,134,True,1,19.679,30,dbgps_only
101082195,False,1,1,15,11.616,ok,134,134,True,4,6.769,12,dbgps_only
101084580,True,0,0,7,5.360,ok,116,134,False,0,3.791,7,consensus_only
101085185,False,1,0,130,59.878,ok,134,134,True,18,34.455,117,dbgps_only
101085318,True,0,0,6,4.500,ok,123,134,False,0,3.097,6,consensus_only
101086004,False,1,1,4,3.293,ok,134,134,True,1,2.455,4,dbgps_only
101086579,False,1,1,14,11.299,ok,134,134,True,1,8.246,12,dbgps_only
101087260,False,1,1,22,16.561,ok,134,134,True,2,11.604,20,dbgps_only
101087402,False,2,2,10,7.598,ok,134,134,True,1,6.09,9,dbgps_only
101088390,False,1,0,16,12.244,ok,134,134,True,1,9.507,15,dbgps_only
101089407,True,0,0,4,2.963,ok,121,134,False,0,2.194,4,consensus_only
101091952,False,1,1,18,14.043,ok,134,134,True,1,9.91,17,dbgps_only
101094202,False,1,0,10,8.049,ok,134,134,True,1,5.701,9,dbgps_only
101094540,False,1,1,9,7.000,ok,134,134,True,3,6.552,9,dbgps_only
101095187,False,1,0,5,3.994,ok,134,134,True,1,2.701,4,dbgps_only
101096603,True,0,0,10,6.713,ok,130,134,False,0,4.769,8,consensus_only
101097671,False,1,1,177,123.573,ok,134,134,True,53,66.127,110,dbgps_only
101098584,False,2,2,9,6.652,ok,134,134,True,2,5.119,7,dbgps_only
101098964,False,1,1,11,7.933,ok,134,134,True,1,4.925,8,dbgps_only
101100778,False,1,1,15,12.024,ok,134,134,True,2,9.985,15,dbgps_only
101100942,True,0,0,5,4.024,ok,107,134,False,0,3.343,5,consensus_only
101101485,True,0,0,12,9.457,ok,133,134,False,0,5.664,12,consensus_only
101105533,False,1,1,7,5.634,ok,134,134,True,1,4.254,7,dbgps_only
101106817,False,1,1,22,15.982,ok,134,134,True,2,9.649,15,dbgps_only
101109069,False,2,2,73,57.049,ok,134,134,True,19,33.784,54,dbgps_only
101109162,False,1,1,2,1.610,ok,134,134,True,1,1.478,2,dbgps_only
101109433,True,0,0,9,6.963,ok,132,134,False,0,4.806,9,consensus_only
101112580,False,1,1,14,11.256,ok,134,134,True,1,8.172,13,dbgps_only
101112823,False,1,1,15,10.738,ok,134,134,True,2,7.754,12,dbgps_only
101113230,True,0,0,6,4.329,ok,115,134,False,0,2.44,5,consensus_only
101113245,False,1,1,320,184.116,ok,134,134,True,58,118.507,237,dbgps_only
101113854,False,2,2,4,3.244,ok,134,134,True,1,2.709,4,dbgps_only
101113899,True,0,0,11,7.915,ok,123,134,False,0,4.94,8,consensus_only
101114028,False,2,2,18,14.634,ok,134,134,True,2,11.194,17,dbgps_only
101114241,False,1,1,7,5.012,ok,134,134,True,1,3.761,6,dbgps_only
101114402,False,2,2,6,4.829,ok,134,134,True,1,3.701,6,dbgps_only
101114768,True,0,0,20,16.030,ok,126,134,False,0,10.59,17,consensus_only
101114861,False,1,1,401,254.884,ok,134,134,True,62,176.187,342,dbgps_only
101114927,False,1,1,12,8.835,ok,134,134,True,1,5.731,11,dbgps_only
101115461,False,1,1,4,3.220,ok,134,134,True,1,2.47,4,dbgps_only
101117070,False,1,1,5,4.024,ok,134,134,True,1,2.53,4,dbgps_only
101117490,False,1,1,29,22.976,ok,134,134,True,3,13.112,22,dbgps_only
101118504,False,1,1,227,180.829,ok,134,134,True,81,137.813,195,dbgps_only
101118619,False,2,0,431,251.378,ok,134,134,True,55,159.328,365,dbgps_only
101118925,True,0,0,5,2.793,ok,120,134,False,0,1.903,3,consensus_only
101119967,False,2,2,14,10.884,ok,134,134,True,1,8.157,13,dbgps_only
101121062,False,1,1,4,2.878,ok,134,134,True,1,2.119,4,dbgps_only
101121531,True,0,0,7,5.506,ok,128,134,False,0,3.306,6,consensus_only
101122063,False,1,1,5,3.232,ok,134,134,True,1,2.799,4,dbgps_only
101123363,False,2,2,8,6.476,ok,134,134,True,1,4.015,8,dbgps_only
101124416,False,2,2,4,3.220,ok,134,134,True,1,2.478,4,dbgps_only
101126437,False,1,1,3,2.213,ok,134,134,True,1,1.843,3,dbgps_only
101127126,True,0,0,6,4.829,ok,128,134,False,0,2.507,5,consensus_only
101127896,True,0,0,4,2.488,ok,129,134,False,0,1.821,3,consensus_only
101127983,True,0,0,5,4.024,ok,115,134,False,0,2.896,5,consensus_only
101128622,False,3,2,7,5.329,ok,134,134,True,1,2.754,6,dbgps_only
101129307,True,0,0,14,10.537,ok,124,134,False,0,8.067,13,consensus_only
101130351,True,0,0,4,2.756,ok,128,134,False,0,2.321,3,consensus_only
101130647,False,1,1,12,8.793,ok,134,134,True,3,6.164,10,dbgps_only
101132925,False,2,1,5,4.024,ok,134,134,True,1,2.44,5,dbgps_only
101133265,False,1,1,28,19.244,ok,134,134,True,3,10.037,17,dbgps_only
101133582,False,1,1,6,4.829,ok,134,134,True,1,3.179,6,dbgps_only
101133691,False,1,1,124,98.927,ok,134,134,True,7,60.56,89,dbgps_only
101134529,False,1,1,5,3.439,ok,134,134,True,1,2.545,5,dbgps_only
101134537,False,1,1,227,178.860,ok,134,134,True,32,129.91,189,dbgps_only
101137271,False,1,1,5,3.780,ok,134,134,True,1,3.254,5,dbgps_only
101138560,False,1,0,4,2.970,ok,134,134,True,1,2.276,4,dbgps_only
101139115,False,1,0,17,12.890,ok,134,134,True,2,10.5,17,dbgps_only
101139170,False,1,1,17,12.134,ok,134,134,True,1,9.007,14,dbgps_only
101139259,True,0,0,14,9.439,ok,129,134,False,0,6.955,12,consensus_only
101139512,False,1,1,4,3.122,ok,134,134,True,1,2.612,4,dbgps_only
101140195,False,1,1,8,5.848,ok,134,134,True,1,3.739,6,dbgps_only
101141431,False,1,1,24,18.220,ok,134,134,True,2,13.134,21,dbgps_only
101144894,False,1,1,7,5.634,ok,134,134,True,2,5.075,8,dbgps_only
101145221,False,1,1,325,228.817,ok,134,134,True,49,158.515,261,dbgps_only
101145599,False,1,1,48,37.823,ok,134,134,True,5,28.597,42,dbgps_only
101145671,True,0,0,3,2.030,ok,122,134,False,0,1.672,2,consensus_only
101146326,False,2,2,19,15.372,ok,134,134,True,1,11.321,17,dbgps_only
101146557,False,1,1,12,7.421,ok,134,134,True,1,4.209,7,dbgps_only
101147497,False,1,1,30,23.049,ok,134,134,True,1,17.955,29,dbgps_only
101150260,False,1,1,197,157.134,ok,134,134,True,64,97.94,156,dbgps_only
101150507,False,1,1,17,13.543,ok,134,134,True,1,11.343,17,dbgps_only
101151713,False,1,1,16,12.457,ok,134,134,True,2,9.627,15,dbgps_only
101151743,False,1,1,2,1.610,ok,134,134,True,1,1.507,2,dbgps_only
101152850,False,1,1,31,24.500,ok,134,134,True,3,17.642,29,dbgps_only
101153392,True,0,0,7,4.518,ok,114,134,False,0,3.179,7,consensus_only
101154134,True,0,0,31,24.951,ok,117,134,False,0,19.179,29,consensus_only
101154467,False,1,1,251,197.921,ok,134,134,True,84,133.53,205,dbgps_only
101155194,False,1,1,593,404.415,ok,134,134,True,104,280.896,493,dbgps_only
101155439,True,0,0,3,2.415,ok,109,134,False,0,1.955,3,consensus_only
101155856,False,1,1,7,5.659,ok,134,134,True,1,4.127,7,dbgps_only
101155908,True,0,0,6,4.530,ok,114,134,False,0,2.933,5,consensus_only
101155921,True,0,0,5,3.994,ok,129,134,False,0,3.007,5,consensus_only
101156532,True,0,0,7,5.634,ok,124,134,False,0,4.075,7,consensus_only
101157173,False,1,1,17,13.293,ok,134,134,True,4,9.813,15,dbgps_only
101158368,False,1,1,22,17.628,ok,134,134,True,3,13.47,20,dbgps_only
101161388,False,1,1,120,95.189,ok,134,134,True,37,72.53,104,dbgps_only
101163473,False,1,1,65,50.177,ok,134,134,True,1,30.925,49,dbgps_only
101163754,False,1,1,7,5.634,ok,134,134,True,1,4.537,7,dbgps_only
101164468,False,2,2,330,198.433,ok,134,134,True,49,127.948,205,dbgps_only
101164515,False,1,1,10,7.726,ok,134,134,True,2,5.44,9,dbgps_only
